# Time	G_on.ParticleNumber	G_off.ParticleNumber	Prot.ParticleNumber	
0	1	0	0	
0.86873	1	0	1	
1.16177	1	0	2	
1.49608	0	1	2	
13.3845	1	0	2	
14.4466	1	0	3	
14.8437	1	0	4	
15.5472	1	0	5	
17.3513	1	0	6	
17.7593	1	0	7	
18.2897	0	1	7	
21.1458	1	0	7	
22.9052	1	0	8	
23.1081	0	1	8	
27.4101	0	1	7	
29.975	1	0	7	
30.2608	1	0	8	
31.9201	1	0	9	
32.5164	0	1	9	
36.8001	0	1	8	
36.9415	0	1	7	
52.2067	0	1	6	
53.8582	1	0	6	
54.3504	1	0	7	
56.4647	1	0	8	
56.9408	1	0	9	
57.7005	1	0	10	
57.8021	1	0	11	
58.3185	1	0	12	
58.8275	1	0	13	
58.9359	1	0	12	
58.9634	1	0	13	
60.6915	1	0	14	
62.1286	1	0	15	
62.7056	0	1	15	
67.4569	0	1	14	
68.6893	0	1	13	
79.1582	0	1	12	
89.5089	0	1	11	
100.933	0	1	10	
